large_model,small_model,distortion,severity,variant,accuracy,nll,ece
convnext_base,resnet50,none,0,f_large,0.7889599800109863,1.0471283197402954,7.257143497467041
convnext_base,resnet50,none,0,f_small,0.6978800296783447,1.2878855466842651,15.407562255859375
convnext_base,resnet50,none,0,tent_f_large,0.7725200057029724,1.151442289352417,12.10913372039795
convnext_base,resnet50,none,0,f_large_TS,0.7889599800109863,0.9498666524887085,8.05194091796875
convnext_base,resnet50,none,0,f_small_TS,0.6978800296783447,1.2905077934265137,11.271086692810059
convnext_base,resnet50,none,0,tent_f_large_TS_naive,0.7725200057029724,1.3173285722732544,14.779799461364746
convnext_base,resnet50,none,0,Duo_Joint_TS,0.7881199717521667,0.8685781955718994,10.354110717773438
convnext_base,resnet50,gaussian_noise,1,f_large,0.7447800040245056,1.2511790990829468,7.050217628479004
convnext_base,resnet50,gaussian_noise,1,f_small,0.5961400270462036,1.777969241142273,13.968408584594727
convnext_base,resnet50,gaussian_noise,1,tent_f_large,0.7744200229644775,1.0981166362762451,11.841221809387207
convnext_base,resnet50,gaussian_noise,1,f_large_TS,0.7447800040245056,1.1391643285751343,7.820210933685303
convnext_base,resnet50,gaussian_noise,1,f_small_TS,0.5961400270462036,1.7734124660491943,10.227692604064941
convnext_base,resnet50,gaussian_noise,1,tent_f_large_TS_naive,0.7744200229644775,1.165711522102356,13.087456703186035
convnext_base,resnet50,gaussian_noise,1,Duo_Joint_TS,0.7455800175666809,1.047777533531189,9.644928932189941
convnext_base,resnet50,gaussian_noise,2,f_large,0.7082599997520447,1.4386368989944458,6.95413064956665
convnext_base,resnet50,gaussian_noise,2,f_small,0.48548001050949097,2.4004099369049072,12.690383911132812
convnext_base,resnet50,gaussian_noise,2,tent_f_large,0.7286999821662903,1.7860604524612427,15.368874549865723
convnext_base,resnet50,gaussian_noise,2,f_large_TS,0.7082599997520447,1.3266942501068115,7.711023807525635
convnext_base,resnet50,gaussian_noise,2,f_small_TS,0.48548001050949097,2.3680777549743652,9.3063325881958
convnext_base,resnet50,gaussian_noise,2,tent_f_large_TS_naive,0.7286999821662903,1.9423997402191162,16.95907211303711
